author,title,times,url
木鸟飞鱼,Elasticsearch查询规则（一）match和term,2016-06-25T11:26:35+08:00,http://www.jianshu.com/p/eb30eee13923
Tina徐玉环,香港媒体称“上等人不用支付宝”，来摸清这件事,2017-11-25T14:36:00+08:00,http://www.jianshu.com/p/ff633e5ea781
棒棒糖鼎,程序猿自己来聊聊屌丝问题,2017-11-24T21:17:23+08:00,http://www.jianshu.com/p/38dd54958413
禁区铁铍人,日志: 分布式系统的核心,2017-11-23T14:58:55+08:00,http://www.jianshu.com/p/382b9040df79
小之丶,分享一些帮助你提升效(bi)率(ge)的干货！,2017-10-26T01:14:58+08:00,http://www.jianshu.com/p/44e5488f06cd
皮卡球ca,我眼中的程序员世界,2017-06-27T17:34:25+08:00,http://www.jianshu.com/p/f25a7a4f0a06
简书大婶,简婶福利 | 本周互联网大厂招聘信息合辑（腾讯、网易、携程）,2017-11-16T16:10:48+08:00,http://www.jianshu.com/p/da69ae7a663d
牛顶风,视频网站的广告5秒可跳过，是更有良心吗？,2017-11-19T19:49:41+08:00,http://www.jianshu.com/p/33e05e8f3af2
调皮豆,程序员·看创业,2017-06-06T16:41:00+08:00,http://www.jianshu.com/p/cd1ab20928b7
这波能反杀,前端基础进阶（二）：执行上下文详细图解,2017-02-10T17:07:38+08:00,http://www.jianshu.com/p/a6d37c77e8db
VinecntYang,抓取6W+篇帖子，13W+个人用户信息，分析虎扑论坛&用户数据,2017-11-24T20:24:26+08:00,http://www.jianshu.com/p/ff4f0c5cb91d
皮袋君,扒一扒市场上那些智能投顾,2017-07-11T16:48:54+08:00,http://www.jianshu.com/p/f799507d6d16
方弟,                      直播行业分析报告,2017-08-05T19:45:06+08:00,http://www.jianshu.com/p/f0caef49d211
非著名程序员,GitHub 将为使用有漏洞开源库的开发者提供警告信息,2017-11-22T09:27:09+08:00,http://www.jianshu.com/p/91d01bdcf814
若与,Python 资源大全中文版,2017-10-09T08:48:13+08:00,http://www.jianshu.com/p/9c6ae64a1bd7
莫言言,你为什么要做斜杠？为自由！,2017-11-08T12:59:49+08:00,http://www.jianshu.com/p/8cf5667d0d20
EakonZhao,2018秋招面经-Java开发工程师(网易跨境电商事业部) 2技术面+1hr面,2017-08-24T12:04:10+08:00,http://www.jianshu.com/p/be015178b2a3
魔法师黑娘子,Monkey是我目前体验最好的软件,2017-03-24T01:52:40+08:00,http://www.jianshu.com/p/918bfa4dfde7
苏佬师,傻眼！航班管家一年亏损2个亿，新世相「逃离北上广」的广告有没有用？,2017-09-19T09:32:49+08:00,http://www.jianshu.com/p/7d5a5e3fd99f
捕手志,王峰：创业十年来，我一直在反复思考这10大关系,2017-03-14T20:51:40+08:00,http://www.jianshu.com/p/cbc35c99dd61
Demo产品计划,让我再次介绍一款写作利器——bear ,2017-01-20T15:36:36+08:00,http://www.jianshu.com/p/be66d94bcd7b
墙角的牵牛花,IT学校培训出来的，工作真的有那么难找吗,2017-03-21T23:35:34+08:00,http://www.jianshu.com/p/c2ad40fa2c33
陈宇明,如何在移动开发者的寒冬中破冰而出？,2017-09-08T00:00:58+08:00,http://www.jianshu.com/p/6f486f282302
令狐Sphinx,不主动“麻烦”别人的人，最容易成为团队的麻烦,2017-11-24T10:41:42+08:00,http://www.jianshu.com/p/7b0ad57bbb98
极小光,AI 何时会全面超越人类,2017-06-01T14:17:42+08:00,http://www.jianshu.com/p/79706199640d
卢二牛,Wireshark与iOS&http&https,2017-09-15T16:31:51+08:00,http://www.jianshu.com/p/cfdd8afdcbde
宇先生的杂草屋,毕业五年 | 真的能决定未来么,2017-08-03T23:16:25+08:00,http://www.jianshu.com/p/3962651be6b3
PPT的秘密,一分钟 教程 | 搞定工作型PPT封底(上),2017-11-08T17:35:31+08:00,http://www.jianshu.com/p/dffb3221d95c
萌萌有神,投资思维看职业发展：互联网这个行业，缺少复利。,2017-11-24T08:19:11+08:00,http://www.jianshu.com/p/d6e665447b64
鞠海深,比特币分叉的背景与历史渊源,2017-11-21T16:18:12+08:00,http://www.jianshu.com/p/eadd244ce96f
彭小六,生活没有出路，好迷茫啊！-可以试试稻草战略呀！,2017-11-23T14:18:33+08:00,http://www.jianshu.com/p/392ce863c37c
麦大人,又到“双十一”：睡觉都会笑醒？马云说，是的,2017-11-11T09:09:21+08:00,http://www.jianshu.com/p/2366559e0dd2
码痞,iOS中关于正则表达式的类的使用,2015-11-15T00:27:02+08:00,http://www.jianshu.com/p/09f66e89f071
张慕晖,CMU Buffer Lab项目（缓冲区溢出攻击）详解,2017-10-05T17:57:22+08:00,http://www.jianshu.com/p/e735d1f1711c
阿里云云栖社区,不知道这些AI知识，可能你就out了！,2017-11-24T14:06:12+08:00,http://www.jianshu.com/p/1652cd47ad21
east520,一步一步实现无线安装iOS应用(内网OTA),2015-09-11T18:13:33+08:00,http://www.jianshu.com/p/35ca63ec0d8e
正经裸奔新青年,关于新媒体，都是梦破碎的声音,2017-11-23T14:01:07+08:00,http://www.jianshu.com/p/dc8f1e82e8af
王树义,贷还是不贷：如何用Python和机器学习帮你决策？,2017-06-16T20:58:00+08:00,http://www.jianshu.com/p/67a71e366516
谦行公子,【精品收藏】你要的微信公众号排版干货，都在这里了！,2017-02-03T14:14:31+08:00,http://www.jianshu.com/p/2b5e3bedaf3c
阿里云云栖社区,阿里安全资深专家谢君：如何黑掉无人机,2017-11-24T13:10:31+08:00,http://www.jianshu.com/p/ea0196d913f6
ZeroJ,iOS开发中你真的会用#define么!!!?,2016-08-26T21:09:47+08:00,http://www.jianshu.com/p/f3917ae186f4
卖艺小青年o0,ionic2 集成地图开发,2017-01-18T11:52:58+08:00,http://www.jianshu.com/p/dc0d0ecb8994
马虎眼,逃离北京一年后再次回归 | 一个PHP工程师的自白 ,2017-11-22T11:09:55+08:00,http://www.jianshu.com/p/93f42f8361ba
前端小少女,padding、margin的那些事儿,2017-05-20T15:27:55+08:00,http://www.jianshu.com/p/d6d080e7267f
创羽,提高写作的小技巧：让你的文章不再与好文章差一部美国大片,2017-05-16T19:31:01+08:00,http://www.jianshu.com/p/4487a9ebce92
Castie1,Hybird 搭建零耦合架构从MVC开始,2017-04-10T17:17:33+08:00,http://www.jianshu.com/p/5a03995a6ce1
coolspider2015,批处理(batching)-让在线阅读和信息加工效率从1%变成100%,2017-03-11T16:45:45+08:00,http://www.jianshu.com/p/2be8dc70a10b
程序员联盟,Linux探索之旅 | 第二部分第五课：用户和权限，有权就任性,2016-11-09T06:30:24+08:00,http://www.jianshu.com/p/b587d91b8127
创羽,一个文笔极差的大学生告诉你：关于提高写作的那些小事,2017-05-06T19:49:07+08:00,http://www.jianshu.com/p/d449ba6a3fc7
飞天胡狸,干货 | 敏捷开发最佳实践平台——TAPD，用完感叹相见恨晚,2017-04-06T17:21:51+08:00,http://www.jianshu.com/p/0c04431f88e5
明天你好向前奔跑,（转载）一位资深程序员给JAVA初学者的学习路线,2017-06-11T00:34:32+08:00,http://www.jianshu.com/p/a5879a161fd7
史前图腾,苹果在AR/VR领域的现状与预测,2017-11-22T23:12:03+08:00,http://www.jianshu.com/p/dc21851201d1
天晨Joey,我的 Github 个人博客是怎样炼成的,2015-10-09T22:43:42+08:00,http://www.jianshu.com/p/4fd3cb0a11da
小商帮,京东手撕天天快递，怒怼苏宁背后的野心和焦虑,2017-07-26T12:36:28+08:00,http://www.jianshu.com/p/1606f18c140c
UI妹儿,iOS 11 XD版GUI源文件和Adobe XD CC 2018 的安装破解方法来袭,2017-11-22T12:59:44+08:00,http://www.jianshu.com/p/07865c102811
cjl72513,Axure RP8 学习笔记二（实现移动端页面拖动效果）,2016-12-11T17:07:10+08:00,http://www.jianshu.com/p/9ad9c052b517
SniperPan,Live555源码解析(4) - 鱼儿上钩来,2017-05-27T16:35:05+08:00,http://www.jianshu.com/p/160141ff7c58
吴白,程序员的恐惧,2016-09-18T01:55:19+08:00,http://www.jianshu.com/p/7acba16fd929
TheAlchemist,Java面试题解构,2017-10-09T18:27:03+08:00,http://www.jianshu.com/p/a01234d9437f
叫欢哥,有一个程序员男朋友是怎样的体验？,2017-07-29T08:02:24+08:00,http://www.jianshu.com/p/a036743025d9
Carltony,Scrapy爬虫框架：抓取淘宝天猫数据,2017-03-16T11:35:34+08:00,http://www.jianshu.com/p/8b39c6c1ee68
山东大葱哥,关于性能优化之空间时间可靠性的辩证关系思考,2017-08-29T02:02:02+08:00,http://www.jianshu.com/p/85331bd720dc
山东大葱哥,蚂蚁金服12万破解悬赏--第二战,2017-09-16T13:14:54+08:00,http://www.jianshu.com/p/477af178d7d8
ThoughtWorks中国,浅谈微服务基建的逻辑,2017-11-22T13:45:06+08:00,http://www.jianshu.com/p/f02b889a23a2
书香云舍,有意思的Python之禅——与编程有关，更与人生有关,2017-11-23T11:16:57+08:00,http://www.jianshu.com/p/b0a77bea9633
余叔_余佰诺,什么都不会能做好自媒体吗？新人必读！,2017-03-08T18:58:20+08:00,http://www.jianshu.com/p/0ca7a4af6a21
都有米,Android Support Library的前世今生,2016-09-26T15:42:49+08:00,http://www.jianshu.com/p/f5f9a4fd22e8
juexingzhe,反射注解与动态代理综合使用,2017-05-23T23:30:22+08:00,http://www.jianshu.com/p/fad15887a05e
DJL箫氏,hexo初探---让写作飞起来,2017-01-13T14:20:57+08:00,http://www.jianshu.com/p/e7c58f57f60e
MindStore,结缘硅谷创业公司 Todoist，他们如何做到只工作不上班,2016-10-10T16:37:16+08:00,http://www.jianshu.com/p/b9843354581f
阿随向前冲,三分钟玩转Isometric图标，不怕你不懂原理没基础,2016-08-09T18:15:30+08:00,http://www.jianshu.com/p/860641ac14d5
静读君,错误的充电方式对kindle的损害有多大？,2017-11-23T19:51:54+08:00,http://www.jianshu.com/p/a1cde228d4c1
范凯,关于团队和人才的建设,2017-06-15T09:11:52+08:00,http://www.jianshu.com/p/742e40d2502d
_啊祥同学,SourceTree的使用,2016-06-02T23:52:30+08:00,http://www.jianshu.com/p/5be78fd1b0cb
hainingwyx,Python数据分析与挖掘实战--读书笔记,2016-11-07T20:26:23+08:00,http://www.jianshu.com/p/597dfcc3b448
插着扇子的石头,和弟弟聊大学计算机,2017-07-29T14:09:58+08:00,http://www.jianshu.com/p/d40aa208c6c1
水开白,iOS 模块详解—「Runtime面试、工作」看我就 🐒 了 ^_^.,2017-03-19T02:51:24+08:00,http://www.jianshu.com/p/19f280afcb24
迷路的指南针,朋友圈打卡的正确姿势,2017-10-02T00:26:18+08:00,http://www.jianshu.com/p/51bb5abef86c
Moorez,hexo的next主题个性化教程:打造炫酷网站,2017-05-24T21:33:22+08:00,http://www.jianshu.com/p/f054333ac9e6
不懂技术的爱迪生,<精华篇>：iOS葵花宝典  4.0版 (专人更新),2016-07-30T12:04:25+08:00,http://www.jianshu.com/p/5dddc0e643ec
互联网产品小王,产品方法论|互联网产品设计方案,2016-08-19T18:00:41+08:00,http://www.jianshu.com/p/f56676f54ced
CepheusSun,最近很火的 Safe Area 到底是什么,2017-10-24T16:31:45+08:00,http://www.jianshu.com/p/63c0b6cc66fd
徐逍,怎么写一个向左滑动的UICollectionView？,2017-06-19T22:06:21+08:00,http://www.jianshu.com/p/de48df739e3b
DarkSpy13,2017最新版web前端学习路线图,2017-10-18T21:28:32+08:00,http://www.jianshu.com/p/3621ac4e3666
方伟Rey,【产品】迅雷为何没落？,2017-09-04T12:44:39+08:00,http://www.jianshu.com/p/1e9a922c88ef
吃鸡蛋的菜猪,致虾米音乐“穷X”事件程序员：你不需要道歉,2017-11-22T22:32:16+08:00,http://www.jianshu.com/p/c7c0c3387030
爻言,比男朋友还棒，每秒40000次震动，惊得你合不拢嘴,2017-11-22T12:11:18+08:00,http://www.jianshu.com/p/0953c39dad83
垚燊,大润发也被拿下，被收编会是传统零售巨头们的唯一命运吗？,2017-11-23T09:57:49+08:00,http://www.jianshu.com/p/30131334ead4
非著名程序员,移动互联网下半场的面试真经，让你进入 BAT 不再是梦,2017-10-23T09:26:11+08:00,http://www.jianshu.com/p/35f4eaeb4bb8
DWade_Coding,教你如何自定义AlertView,2017-05-18T14:48:34+08:00,http://www.jianshu.com/p/00c6743ff1af
阿里云云栖社区,如何将TensorFlow用作计算框架,2017-11-23T13:11:57+08:00,http://www.jianshu.com/p/c2b397c4d001
行走的少年郎,iOS网络--『文件下载、断点下载』的实现（三）：AFNetworking,2017-01-20T16:53:37+08:00,http://www.jianshu.com/p/01390c7a4957
虾笑勇,微信小程序就是个坑，请慎重选择,2017-01-11T18:39:41+08:00,http://www.jianshu.com/p/3d35a9b242e5
齐修_qixiuss,gulp & webpack整合，鱼与熊掌我都要！,2016-06-30T17:47:49+08:00,http://www.jianshu.com/p/9724c47b406c
Codepgq,iOS  Quart2D绘图之UIGraphicsGetCurrentContext基础。,2016-08-13T17:05:27+08:00,http://www.jianshu.com/p/8cf8d4b724d2
青萧客,IT界的三大定律,2017-06-10T06:09:55+08:00,http://www.jianshu.com/p/613bf42566d3
罗彪GR,从体制内到互联网，我的职业转换感悟,2017-02-07T17:21:28+08:00,http://www.jianshu.com/p/3ccf0a4ab767
黒猫,（二）TCP/IP四层模型,2017-04-10T18:04:27+08:00,http://www.jianshu.com/p/edaeaaa4b362
TigerMee,大型广告系统架构概述,2016-06-28T20:31:55+08:00,http://www.jianshu.com/p/1dffefb0afdb
Kobe_Dai,iOS页面动态化，怎么样用JSON数据的原生页面摆脱低效的H5页面，来动态更新app页面样式,2017-04-27T23:32:53+08:00,http://www.jianshu.com/p/9e22a732c9c8
牛顶风,旧的品牌营销已死，增长思维才是王道,2017-11-22T18:34:04+08:00,http://www.jianshu.com/p/7d1e381d1ce0
搬砖小仙女,今日思考|浅谈外卖配送的那些坑,2017-11-22T09:52:59+08:00,http://www.jianshu.com/p/89956f52f175
Poker_Facer,1小时教你理解HTTP，TCP，UDP，Socket，WebSocket,2016-12-21T18:30:22+08:00,http://www.jianshu.com/p/42260a2575f8
yuki向好而生,提升自品牌的第一步，如何让别人快速记住你,2017-11-20T13:10:25+08:00,http://www.jianshu.com/p/c9c9f1de824f
肥朝,dubbo源码解析-zookeeper创建节点,2017-11-19T02:02:59+08:00,http://www.jianshu.com/p/f42c69e4bd3e
Lyle__,我招不到想要的程序员,2015-12-11T02:25:56+08:00,http://www.jianshu.com/p/fdae559d1ed5
call_me晓铎,绝不流于形式：快手产品分析报告,2017-06-23T23:59:11+08:00,http://www.jianshu.com/p/896b29076a7c
老三不爱吃面,ios下载tumblr视频(非越狱),2017-05-11T01:27:27+08:00,http://www.jianshu.com/p/bb682d811956
_啊祥同学,iOS 瀑布流,2017-01-23T16:02:02+08:00,http://www.jianshu.com/p/151648bba633
HustWolf,万元台式机组装养成记,2017-10-08T01:17:08+08:00,http://www.jianshu.com/p/5bc8379b67c8
王树义,如何用Python做中文分词？,2017-06-09T18:31:36+08:00,http://www.jianshu.com/p/721190534061
杜琪,工作中的非技术经验,2016-04-26T00:08:24+08:00,http://www.jianshu.com/p/9f197866fa77
樱桃小丸子儿,史上最全的web前端面试题汇总及答案1,2017-05-08T22:00:07+08:00,http://www.jianshu.com/p/2f7eb1ad7174
Joy___,iOS Device ID 的前世今生,2017-08-25T00:13:16+08:00,http://www.jianshu.com/p/c3c837ee80ff
马大哈tt,前后台交互,2017-11-18T16:30:52+08:00,http://www.jianshu.com/p/cdebd762f2a0
业余文案人,4步写出有共鸣感的文案 | 干货分享,2016-11-24T17:54:08+08:00,http://www.jianshu.com/p/4b0acaedbfd3
非著名程序员,为什么产品经理的工资不能比程序员高？,2017-11-20T09:20:07+08:00,http://www.jianshu.com/p/b8943b5b12ab
夏天的小蘑菇,我为什么关闭朋友圈？(附朋友圈体验大全),2016-08-18T21:53:53+08:00,http://www.jianshu.com/p/0f1dc58f34b3
李健同学,java服务中间件之旅（一）:dubbo入门,2016-08-14T23:49:37+08:00,http://www.jianshu.com/p/09815a3ea070
LEONYao,26岁学编程会不会已经晚了？,2016-12-09T23:38:19+08:00,http://www.jianshu.com/p/d42a94ea18ca
故胤道长,硅谷和国内的 iOS 开发到底有何不同？,2017-02-28T20:29:22+08:00,http://www.jianshu.com/p/63aec174bdb7
陈文伍,【中秋国庆长假后，各大自媒体平台收入数据都有假？】快看看你的收入数据是不是有错？,2017-11-14T03:51:36+08:00,http://www.jianshu.com/p/3c53cbf32908
Sosofunny,简书增加了积分商城,2016-07-07T21:31:43+08:00,http://www.jianshu.com/p/b5e586533198
金戈大王,编程入门学习路线（附教程推荐）,2017-04-10T20:20:32+08:00,http://www.jianshu.com/p/8304d7681228
黑页饮马槽,IFO杂谈,2017-11-19T07:56:36+08:00,http://www.jianshu.com/p/ff5de27302dc
企创网,除了摩拜和ofo，其他所有共享单车的押金赶快退掉，立刻、马上！,2017-11-16T10:49:49+08:00,http://www.jianshu.com/p/f3c74bc3080b
无声的和谐,教你用这几款修图工具轻松做出高逼格照片,2017-01-09T21:25:57+08:00,http://www.jianshu.com/p/ef85b9d19db4
测试_给你一颗小瓜子,年底了，要不要跳槽呢？,2016-12-09T08:30:57+08:00,http://www.jianshu.com/p/94595ab9bf15
一只大黑猫,你真的了解人工智能么？,2017-11-20T13:01:19+08:00,http://www.jianshu.com/p/f8b675783b00
MrLonelyZC88,使用Python+Tensorflow的CNN技术快速识别验证码,2017-07-22T21:15:48+08:00,http://www.jianshu.com/p/26ff7b9075a1
牛顶风,国内视频网站为什么不跟进可5秒跳过广告？,2017-11-21T16:58:09+08:00,http://www.jianshu.com/p/087a4bb0fa65
秋叶大叔,七步打造个人品牌，做斜杠青年不难 ！  | 秋叶干货,2016-10-04T07:06:59+08:00,http://www.jianshu.com/p/a613c0a300ae
涤生_Woo,（续）Android热更新：Tinker热修复与Walle多渠道打包,2017-04-25T18:13:49+08:00,http://www.jianshu.com/p/18ed910e7b03
ThoughtWorks中国,别再加端到端集成测试了，快换契约测试吧,2017-11-22T12:21:19+08:00,http://www.jianshu.com/p/ec40734c872a
heroims,CocoaPods 动/静态库混用封装组件化,2017-08-20T21:57:20+08:00,http://www.jianshu.com/p/544df88b6a1e
樱桃小丸子儿,没有经验的我在秋招找到了年薪13W+的软件测试工作,2017-11-16T16:51:54+08:00,http://www.jianshu.com/p/d91916fa6d4c
一箭,年轻人，996算什么,2016-09-07T13:32:19+08:00,http://www.jianshu.com/p/2b74c7bb4989
小商帮,从宗教，茅台到共享经济，好生意的本质是什么,2017-05-27T22:14:16+08:00,http://www.jianshu.com/p/b5cd955f6f88
连虎客服_544c,怎么上网赚钱？,2017-04-29T09:08:01+08:00,http://www.jianshu.com/p/995c63501076
彭小六,如何在3个月内彻底改变自己的形象？,2017-02-08T20:39:58+08:00,http://www.jianshu.com/p/87c090900fae
雨夜修一,人工智能发展综述,2017-11-21T17:30:13+08:00,http://www.jianshu.com/p/968d6167b566
sugaryaruan,当RecyclerView遇到Inconsistency detected崩溃时,2016-07-20T15:23:10+08:00,http://www.jianshu.com/p/2eca433869e9
碎碎恋产品,新零售的战略转折点：微信小店小程序,2017-11-20T09:02:54+08:00,http://www.jianshu.com/p/152652eed16f
大数据之心,Step by Step 实现基于 Cloudera 5.8.2 的企业级安全大数据平台 - Kerberos的整合,2017-02-18T01:53:42+08:00,http://www.jianshu.com/p/edd72c8afe20
前端小少女,图片下方为什么会有空隙,2017-05-18T16:54:18+08:00,http://www.jianshu.com/p/7b7ae3cc2a72
弘毅道,【绝对干货】Web页面中的表格设计-远没那么简单 ,2017-04-24T22:09:52+08:00,http://www.jianshu.com/p/261674863190
策策的,找工作必看！超详细讲解面试常见问题（含思考过程）！,2017-11-21T13:22:58+08:00,http://www.jianshu.com/p/0c87bbf03441
艾玛_沈,【硅谷之行】Tesla与钢铁侠,2017-11-15T15:27:53+08:00,http://www.jianshu.com/p/d42df79f2a40
小播读书,《小群效应》(4) 为什么我们都喜欢“比较”,2017-11-22T08:21:42+08:00,http://www.jianshu.com/p/0429d7a5d828
运营控,产品大神有张小龙，为什么运营少有大神？,2016-11-17T17:51:56+08:00,http://www.jianshu.com/p/3fe6a425fc38
灵感编程,编程路上怎么才能轻松的走,2017-11-18T10:23:51+08:00,http://www.jianshu.com/p/717eeca03e27
JSON_NULL,HTML 转 PDF 之 wkhtmltopdf 工具精讲,2016-10-04T21:31:20+08:00,http://www.jianshu.com/p/4d65857ffe5e
这波能反杀,你还在天真的以为兴趣是最好的老师吗？,2017-01-04T22:58:14+08:00,http://www.jianshu.com/p/3e86d286fd1a
钱歆韵,机械思维、大数据思维与人的世界,2016-08-19T16:17:15+08:00,http://www.jianshu.com/p/79d84867d6d5
铎铎孤鸣,工具‖这6个优秀的APP，让你与众不同，比别人更上一层楼,2017-10-11T15:49:14+08:00,http://www.jianshu.com/p/0100396c8f52
依然范特稀西,Android 开发者该如何进阶？,2017-09-10T21:31:51+08:00,http://www.jianshu.com/p/e00916d2f1cc
Java团长,Java常用开发工具介绍,2017-03-31T17:14:25+08:00,http://www.jianshu.com/p/bdaba7aff436
玖月云,这个世界总有那么一抹蓝，值得我们回味,2017-11-20T07:10:41+08:00,http://www.jianshu.com/p/033ff8b4e17a
有闻陌上花,【问答】微信个人公众号更改管理员微信时与主体身份信息不一致有哪些操作办法？,2017-11-09T13:59:10+08:00,http://www.jianshu.com/p/9ab16bde2573
山千黛,人工智能的未来考虑,2017-11-21T15:18:42+08:00,http://www.jianshu.com/p/6fed4f0e4d76
风铃无声江舟听雨,原来这些电视剧都是这样黑我程序员的,2017-11-16T15:09:06+08:00,http://www.jianshu.com/p/713e182e5e57
刘思宁,6个更好用的搜索工具，干掉百度，并且找到更多资源,2016-05-02T15:16:57+08:00,http://www.jianshu.com/p/60512cd2b985
马力_可能性与大设计,产品设计师如何评价奚梦瑶在维密录制时摔跤？,2017-11-21T19:04:37+08:00,http://www.jianshu.com/p/d651a4d8e560
傲看今朝,3个关于sumifs函数的经典套路，解决90%以上的条件求和问题,2017-11-20T13:09:46+08:00,http://www.jianshu.com/p/e6b074fd52ba
goeasyway,如何准备和Boss（或经理）的面试,2016-11-16T10:58:05+08:00,http://www.jianshu.com/p/a4993eb627fc
张静如,放大招教你使用简书赚稿费,2016-08-20T23:41:46+08:00,http://www.jianshu.com/p/d5efb38ee53d
开源中国,人工智能，机器学习和深度学习之间的差异是什么？,2017-11-21T11:21:07+08:00,http://www.jianshu.com/p/c8874986ccb6
张小磊啊,推荐系统从入门到接着入门,2017-06-24T10:13:49+08:00,http://www.jianshu.com/p/71bcad876c05
tamlok,淡妆浓抹总相宜——聊聊Vim的配色和高亮,2017-05-02T23:06:40+08:00,http://www.jianshu.com/p/97a4bcdab477
未来财经,区块链未来的应用场景有哪些？,2017-11-21T10:56:09+08:00,http://www.jianshu.com/p/72729117a260
JokerW,Nginx从听说到学会,2017-03-28T17:37:28+08:00,http://www.jianshu.com/p/630e2e1ca57f
Eveling_liu,互联网产品活动策划之：新春抽奖活动,2017-02-04T13:45:14+08:00,http://www.jianshu.com/p/656c60358252
点融黑帮,构建企业级批处理应用,2016-11-08T11:29:49+08:00,http://www.jianshu.com/p/0f7169bd4703
来装个BCD,我理解的互联网产品研发管理与文化【1】,2017-11-21T18:22:04+08:00,http://www.jianshu.com/p/63385334475f
乱刀,【工具癖征文】 这几个你可能没听过的工具，但每个都好用到爆,2017-07-30T20:34:32+08:00,http://www.jianshu.com/p/7435220f504a
Jadyn,【译】BEM CSS命名规范一 Quick start,2016-09-07T01:21:44+08:00,http://www.jianshu.com/p/407bd68a5677
一斤代码,如何在线编辑你的各种文档？,2017-04-28T15:51:12+08:00,http://www.jianshu.com/p/4e421210e130
java进阶架构师,程序员有什么办法能快速梳理java知识点？有这八张图就够了,2017-11-15T15:32:59+08:00,http://www.jianshu.com/p/924f549eba8e
潭子,实战干货：选择编程方向，必须知道的事,2017-01-24T15:52:46+08:00,http://www.jianshu.com/p/cc3a2a19a028
Joy___,关于 iOS HTTP2.0 的一次学习实践,2017-04-21T22:58:27+08:00,http://www.jianshu.com/p/2e7200bd5b79
驴光掠影,其实罗胖们都不是坏人,2017-10-30T20:02:48+08:00,http://www.jianshu.com/p/ce2bb723c50f
风铃无声江舟听雨,千里之行始于足下，我的10年自学编程之路,2017-11-21T15:12:59+08:00,http://www.jianshu.com/p/73aa301a2561
J_Knight_, 先是程序员，然后才是iOS程序员 — 写给广大非科班iOS开发者的一篇面试总结,2017-03-06T12:42:09+08:00,http://www.jianshu.com/p/475723738cbd
milter,可能是讲解Android事件分发最好的文章,2016-06-29T00:59:15+08:00,http://www.jianshu.com/p/2be492c1df96
IDO老徐,Web测试到底是在测什么（资料合集）,2017-05-10T22:28:34+08:00,http://www.jianshu.com/p/0142ff627be1
程序员联盟,Linux探索之旅 | 第二部分第七课：软件安装，如虎添翼,2016-11-14T06:51:43+08:00,http://www.jianshu.com/p/f9acf852d461
北邮李呈,简历：专业而美的“术”与“道”,2017-08-07T00:02:43+08:00,http://www.jianshu.com/p/0e840b499f88
王树义,如何用Python做词云？,2017-06-01T22:29:36+08:00,http://www.jianshu.com/p/e4b24a734ccc
YouJZ,Android和H5交互-基础篇,2016-07-04T21:20:31+08:00,http://www.jianshu.com/p/a25907862523
一觉天使投资,天使投资与佛学修行,2017-01-05T13:21:00+08:00,http://www.jianshu.com/p/8661ebf18c5b
Bison,iOS开发内购全套图文教程,2015-10-28T16:34:51+08:00,http://www.jianshu.com/p/86ac7d3b593a
夏尼采,【有梦想的IT人】APP精美的底部导航栏BottomNavigationBar,2017-05-03T10:34:25+08:00,http://www.jianshu.com/p/d03d9889ba02
chen_h,免费课程：TensorFlow Tutorial,2017-05-25T22:10:55+08:00,http://www.jianshu.com/p/fba2a8901910
钱岗,产业漫谈：从液晶产业谈中国崛起,2017-11-21T08:18:11+08:00,http://www.jianshu.com/p/b5d1e04bd6a6
欣东,我的秋招总结,2016-11-17T15:26:25+08:00,http://www.jianshu.com/p/4aac6c38a189
惊喜家,五年经验的营销总监都会犯的错误，何况你是一名学生呢？,2017-11-05T19:07:38+08:00,http://www.jianshu.com/p/52cbd4f71593
牛顶风,或许我们小看“今日头条”了！,2017-11-14T20:26:43+08:00,http://www.jianshu.com/p/dad8fab18f1b
运营控,新用户哪里来？怎么获取？新增用户的基本逻辑与思路,2017-07-27T12:36:24+08:00,http://www.jianshu.com/p/083f08ec4e96
大鸡汁,不谈技术 程序狗该怎么在外表上提升自己？,2017-04-11T09:21:54+08:00,http://www.jianshu.com/p/02ac053d0005
科技金笔,梦幻神灯带你领略科技智慧，传说中的阿拉神灯现实版,2017-11-21T08:29:08+08:00,http://www.jianshu.com/p/0ee048107dbe
kennfeng,人工智能下的思考,2017-11-21T09:19:54+08:00,http://www.jianshu.com/p/feb3fe503295
一碗梁粉,【分享回顾】：10个月10万付费家长粉丝用户，运营有什么秘诀？,2017-11-21T10:42:17+08:00,http://www.jianshu.com/p/74fd4107b30d
潘帕斯雄鹰,毕业2年，4次辞职，这是我被虐千百遍后，总结出的工作选择模型,2017-11-05T09:20:50+08:00,http://www.jianshu.com/p/42064e592321
Liwjing,iOS程序中的内存分配 栈区堆区全局区,2015-11-22T16:23:44+08:00,http://www.jianshu.com/p/f3c1b920e8eb
大鸡汁,[神秘调查] 程序员喜欢什么样的女生,2017-02-07T11:13:34+08:00,http://www.jianshu.com/p/c76e01c8ddf6
zzznan34,苹果电脑上安装window系统,2017-02-08T14:56:52+08:00,http://www.jianshu.com/p/c91e9ff2a1f5
sunhaiyu,Python爬虫初学（三）—— 模拟登录知乎,2016-08-21T18:36:46+08:00,http://www.jianshu.com/p/3debfb110ad9
故胤道长,对于 iOS 开发，人工智能意味着什么？,2017-09-09T06:53:53+08:00,http://www.jianshu.com/p/83b99f34d67c
艺林小宇,不是名校毕业，怎么进入互联网大公司做运营？,2017-06-05T15:53:41+08:00,http://www.jianshu.com/p/eeceb06d4d80
