number,didian,zhiwei,mingcheng
1,深圳,市场类,23294-电竞明星经纪（深圳）
1,深圳,职能类,S2-投资公司管理经理（深圳）
1,北京,内容编辑类,22851-电视剧内容评估（北京）
1,深圳,产品/项目类,SNG16-全民K歌造星经纪人（深圳）
1,深圳,产品/项目类,SNG16-全民K歌直播营收产品策划（深圳）
1,深圳,技术类,SNG16-腾讯音乐IOS质量测试工程师（深圳）
1,深圳,技术类,SNG16-腾讯音乐后台质量测试工程师（深圳）
1,深圳,技术类,SNG16-腾讯音乐Web质量测试工程师（深圳）
1,深圳,技术类,SNG16-腾讯音乐专项测试开发岗（深圳）
2,深圳,技术类,22989-腾讯云资源管理规划工程师(深圳)
2,深圳,技术类,22989-云平台PHP开发工程师（深圳）
1,深圳,产品/项目类,18797-高级项目经理（深圳）
1,上海,市场类,22968-本土日化服饰用品组长（上海）
1,深圳,产品/项目类,22989-腾讯云资源成本数据运营（深圳）
2,深圳,技术类,15579-游戏后台开发工程师（深圳）
1,北京,产品/项目类,MIG16-自动驾驶产品经理(北京)
1,北京,技术类,MIG16-自动驾驶机器人后台开发工程师(北京)
1,北京,技术类,MIG16-自动驾驶模拟仿真工程师(北京)
1,北京,技术类,MIG16-自动驾驶协调控制工程师(北京)
1,北京,技术类,MIG16-自动驾驶高精地图-工具研发(北京)
1,北京,技术类,MIG16-自动驾驶机器人-导航算法(北京)
1,北京,技术类,MIG16-自动驾驶机器人SLAM算法工程师(北京)
1,北京,技术类,MIG16-自动驾驶融合感知(北京)
1,北京,技术类,MIG16-自动驾驶深度学习(北京)
1,北京,技术类,MIG16-自动驾驶融合定位(北京)
1,深圳,职能类,S2-高级财务分析经理 （深圳）
2,北京,内容编辑类,23671-企鹅号渠道服务
2,北京,市场类,22086-腾讯体育会员运营（用户及活动方向）
1,北京,市场类,ZL-高级商业分析师(深圳)
1,北京,市场类,ZL-商业分析经理
1,深圳,市场类,ZL-商业分析经理
1,深圳,产品/项目类,19116-互联网+行业高级产品策划经理（AI方向）(深圳)
1,深圳,技术类,HY1-高级移动视频开发工程师
1,深圳,技术类,15571-unity客户端开发工程师（深圳）
1,北京,市场类,营销活动经理
1,北京,技术类,MIG16-计算机视觉高级算法工程师（北京）
1,深圳,职能类,AQ-创意制作专员
1,北京,技术类,OMG097-数据挖掘工程师(北京）
1,深圳,技术类,HY1-分布式数据库系统研发高级工程师（深圳）
1,北京,技术类,23671-Android开发高级工程师(北京）
2,深圳,技术类,SNG16-腾讯音乐Android高级工程师（深圳）
1,北京,市场类,22968-房产家居娱乐行业销售经理
1,深圳,产品/项目类,24491-韩国市场运营
1,深圳,职能类,23677-互娱服务采购经理（深圳）
1,深圳,职能类,MIG-招聘经理（深圳）
1,北京,技术类,23671-高级广告算法工程师
1,北京,技术类,OMG097-后台开发工程师（北京）
1,北京,技术类,23671-高级前端广告工程师
1,北京,产品/项目类,23671-商业策略产品经理
1,北京,产品/项目类,商业运营产品经理
1,北京,技术类,MIG16-腾讯地图iOS高级工程师（北京）
1,深圳,技术类,HY2-手游SDK终端安卓开发工程师(深圳)
1,深圳,技术类,HY2-手游SDK终端iOS开发工程师(深圳)
1,上海,产品/项目类,15616-MMOG文案策划（上海）
2,上海,产品/项目类,15616-MMOG系统策划（上海）
1,深圳,技术类,HY2-数据挖掘后台开发工程师（深圳）
1,深圳,技术类,HY2-高级前端开发工程师（深圳）
4,深圳,技术类,SNG02-腾讯云应用业务开发工程师（深圳）
2,深圳,技术类,SNG02-QQ资料与关系链后台开发工程师（深圳）
1,深圳,技术类,S2-大数据开发高级工程师（深圳）
1,深圳,职能类,S2-CDG财务管理（社交与效果广告方向）（深圳）
1,上海,技术类,24547-高级应用开发工程师（上海）
1,深圳,职能类,S2-高级财务分析经理（深圳）
1,上海,技术类,24547-大数据高级开发工程师（上海）
1,深圳,技术类,21482-互娱测试工程师(深圳)
1,北京,技术类,23671-高级广告后台工程师（北京）
1,深圳,产品/项目类,18436-财付通金融高级量化产品经理
1,深圳,市场类,18797-Senior Strategy/Market Analysis Manager(shenzhen)
1,深圳,设计类,18797-游戏UI设计师（深圳）
1,深圳,产品/项目类,MIG10-运营商产品策划（深圳）
1,深圳,产品/项目类,23516-移动游戏本地化策划
1,深圳,产品/项目类,23516-内外部合作与市场推广接口人
1,深圳,产品/项目类,18402-QQ飞车平台运营
1,深圳,技术类,18435-财付通高级风险分析师-策略方向（深圳）
1,深圳,设计类,22025-王者荣耀国际版-手游资深特效设计师（深圳）
1,深圳,产品/项目类,GY0-海外社交广告运营经理（深圳）
1,北京,设计类,22851-腾讯视频WEB前端动效工程师（北京）
1,成都,产品/项目类,15575-《王者荣耀》项目经理（成都）
1,上海,市场类,23296-市场与用户研究经理
1,深圳,职能类,SNG-招聘经理（深圳）
1,北京,市场类,23295-高级活动经理（北京）
2,深圳,技术类,22989-移动云解决方案架构师（北京/上海/深圳）
0,深圳,设计类,14914-品牌创意经理（深圳）
2,深圳,技术类,18435-风控策略java开发工程师
1,上海,产品/项目类,15573-SLG手游系统策划（上海）
1,上海,技术类,15573-手游客户端开发工程师（上海）
2,深圳,技术类,SNG07-高级系统测试工程师（深圳）
1,深圳,产品/项目类,GY0-JOOX产品策划（深圳）
1,深圳,设计类,GY0-海外产品视觉设计（深圳）
1,北京,产品/项目类,MIG16-腾讯地图产品经理（北京）
2,北京,产品/项目类,23671-数据分析师
1,深圳,产品/项目类,21309-数据分析产品经理（深圳）
1,深圳,产品/项目类,23516-军事类手游运营策划
2,深圳,职能类,S2-高级IT审计经理（深圳）
1,北京,产品/项目类,23671-企鹅号客户端产品总监（北京）
2,北京,产品/项目类,23671-数据产品经理(北京）
1,北京,产品/项目类,23671-企鹅号原生广告策划运营（北京）
1,北京,产品/项目类,23671-企鹅号电商策划运营（北京）
1,北京,产品/项目类,23671-企鹅号游戏运营（北京）
1,北京,产品/项目类,23671-企鹅号内容发行运营经理（北京）
2,深圳,技术类,TEG05-高级流量分析工程师（深圳）
2,北京,产品/项目类,23671-2.	企鹅号投后支持运营经理 （北京）
1,上海,产品/项目类,23671-资深渠道/产品运营经理(上海）
2,深圳,产品/项目类,23671-资深渠道/产品运营经理(深圳）
1,北京,市场类,19885-销售支持（北京）
1,深圳,技术类,SNG11-安管合规服务管理（深圳）
1,深圳,产品/项目类,SNG04-厘米秀产品策划(深圳)
2,深圳,技术类,TEG03-大数据平台运维工程师（深圳）
1,深圳,技术类,SNG11-安全合规岗（深圳）
1,深圳,技术类,SNG06-内容后台开发高级工程师（深圳）
2,北京,产品/项目类,22989-腾讯云高级产品经理(互联网业务)（北京）
1,北京,产品/项目类,17757-腾讯网产品经理（北京）
1,深圳,职能类,S2-影业风控经理（深圳）
1,深圳,技术类,SNG16-QQ音乐/全民k歌搜索后台开发工程师（深圳）
1,深圳,技术类,20718-android开发工程师（深圳）
2,深圳,产品/项目类,17229-SLG游戏策划（深圳）
3,深圳,技术类,22989-腾讯云游戏解决方案架构师（面向海外）（北京/上海/深圳）
3,深圳,技术类,22989-腾讯云医疗行业解决方案架构师（北京/上海/深圳）
1,深圳,职能类,CG-运营类采购商务主管
1,上海,市场类,22990-行业大客户销售经理（上海）
2,深圳,技术类,MIG03-腾讯MIG研发部架构师（深圳）
1,深圳,技术类,RP-数据运营开发工程师（深圳）
1,深圳,市场类,16175-海外游戏品牌经理（深圳）
1,北京,技术类,23048-浏览器开发工程师（北京）
1,北京,内容编辑类,23673-科技热点运营编辑
1,深圳,设计类,22025-建造类沙盒游戏资深2D原画设计（深圳）
1,深圳,设计类,22025-建造类沙盒资深3D关卡设计（深圳）
1,北京,技术类,WXG08-113 微信搜索后台开发高级工程师（北京）
1,深圳,市场类,MIG05-安全高级品牌经理（深圳）
2,深圳,职能类,S2-游戏运营风控经理(深圳）
1,深圳,产品/项目类,22990-行业解决方案顾问（深圳）
1,上海,产品/项目类,22990-行业解决方案顾问（上海）
1,北京,产品/项目类,22990-行业解决方案顾问（北京）
1,北京,市场类,22990-行业大客户销售leader（北京）
2,北京,市场类,22990-行业大客户销售经理（北京）
3,广州,技术类,WXG01-111 微信数据分析师
2,广州,技术类,WXG01-122 微信数据科学家
2,广州,技术类,WXG01-122 微信数据挖掘工程师（广州）
1,深圳,技术类,GY0-运营开发工程师（深圳）
1,深圳,职能类,CG-项目类采购商务主管
1,深圳,市场类,22990-行业大客户销售经理（深圳）
6,北京,技术类,OMG148-PHP后台开发工程师
1,上海,市场类,MIG18-开放平台区域运营经理（上海）
2,上海,技术类,15573-MMORPG后台开发高级工程师（上海）
1,上海,产品/项目类,15573-MMORPG手游高级策划（上海）
2,上海,技术类,19116-医疗图像理解研究员（上海）
1,深圳,产品/项目类,XN-QQ竞猜-高级产品策划经理（深圳）
1,深圳,产品/项目类,XN-QQ竞猜-产品运营经理（深圳）
1,上海,市场类,19116-互联网+生态运营高级经理（上海）
1,深圳,市场类,19116-互联网+生态运营高级经理（深圳）
1,上海,技术类,19157-汽车物联安全 - 硬件安全研究员（上海）
2,深圳,技术类,MIG03-车联网测试负责人（深圳）
2,深圳,技术类,MIG03-C++测试开发工程师（深圳）
1,深圳,技术类,MIG03-移动端高级测试开发工程师（深圳）
2,深圳,技术类,17520-手游后台开发工程师(深圳）
6,深圳,技术类,17229-手游客户端开发工程师
1,深圳,产品/项目类,17229-射击游戏数值策划（深圳）
4,深圳,技术类,17229-手游UE引擎高级工程师
3,深圳,产品/项目类,17229-射击游戏关卡策划（深圳）
1,深圳,产品/项目类,17229-射击游戏系统策划（深圳）
1,深圳,产品/项目类,23486-证券产品中心高级项目经理（深圳）
1,深圳,技术类,XN-系统测试工程师（深圳）
1,深圳,市场类,23872-市场分析经理（深圳）
1,深圳,技术类,16175-测试工程师
1,深圳,产品/项目类,韩语社区经理
1,深圳,产品/项目类,16175-日语社区经理
1,深圳,市场类,16175-海外广告投放经理
1,上海,技术类,SA-腾讯社交广告前端开发高级工程师（联盟广告方向）（上海）
3,上海,产品/项目类,SA-腾讯社交广告产品拓展运营（品牌行业）（上海）
1,上海,技术类,21760-游戏后台开发工程师（上海）
1,深圳,产品/项目类,18402-移动游戏版本管理
1,深圳,产品/项目类,18402-QQ飞车手游赛事运营经理
1,北京,技术类,WXG02-122 语音识别研究员（北京/上海/成都/广州）
1,广州,技术类,WXG08-122 微信数据挖掘算法工程师（广州）
1,北京,技术类,WXG02-122 语音前端研究员（北京/上海）
1,广州,技术类,WXG08-112 微信商业支持运营开发工程师（广州）
1,北京,技术类,WXG02-122 语音合成研究员（北京/广州/成都）
1,深圳,产品/项目类,15570-端游RPG系统策划（深圳）
2,深圳,市场类,23293-互娱海外品牌经理（深圳）
1,深圳,设计类,GY0-高级交互设计师（深圳）
1,深圳,产品/项目类,GY0-JOOX产品运营（深圳）
1,深圳,技术类,GY0-voov后台开发工程师（深圳）
1,深圳,产品/项目类,GY0-海外社交广告产品经理（深圳）
1,深圳,产品/项目类,MIG07-游戏工具产品策划经理（深圳）
1,深圳,技术类,HY1-C++后台开发工程（深圳）
1,深圳,技术类,HY1-自然语言处理算法工程师（深圳）
1,深圳,产品/项目类,HY1-沙盒游戏项目经理（深圳）
1,深圳,技术类,HY1-沙盒类手游服务端开发工程师（深圳）
1,深圳,技术类,HY1-沙盒类手游客户端开发工程师（深圳）
1,深圳,产品/项目类,HY1-沙盒游戏策划（深圳）
1,深圳,设计类,HY1-游戏UI设计师（深圳）
1,深圳,设计类,HY1-游戏3D设计师（深圳）
1,深圳,设计类,HY1-高级原画设计师（深圳）
1,深圳,设计类,HY1-游戏主美（深圳）
1,北京,内容编辑类,23671-企鹅号泛娱乐品类运营（北京）
2,深圳,技术类,SNG16-全民K歌后台开发研发工程师（深圳）
2,马来西亚,市场类,GY0-Business Development Manager（Malaysia ）
2,深圳,技术类,SNG16-全民K歌web前端工程师（深圳）
1,深圳,设计类,15569-QQ飞车手游高级UI交互设计师
1,深圳,产品/项目类,15569-QQ飞车手游用户运营策划
1,深圳,设计类,15569-QQ飞车手游高级游戏TA
1,深圳,技术类,15569-QQ飞车手游高级客户端开发
1,深圳,产品/项目类,15569-QQ飞车手游运营策划
1,深圳,产品/项目类,15569-QQ飞车手游高级关卡策划
1,深圳,技术类,15569-QQ飞车手游客户端开发
1,深圳,设计类,15569-QQ飞车手游3D特效设计师
1,深圳,产品/项目类,15569-QQ飞车手游赛事运营经理
1,北京,技术类,MIG16-地图导航引擎开发工程师（北京）
1,深圳,产品/项目类,22989-游戏云高级产品经理
2,深圳,技术类,22989-游戏云后台研发高级工程师
2,上海,市场类,22990-互联网商务拓展（上海）
2,上海,市场类,22990-互联网+商务拓展（上海）
3,上海,市场类,22990-腾讯云渠道经理（上海）
3,北京,市场类,22990-腾讯云渠道经理（北京）
1,深圳,产品/项目类,18402-内外部合作与市场推广接口人
3,深圳,市场类,22990-腾讯云市场资深运营专员（深圳）
1,深圳,技术类,22989-腾讯云WEB前端开发（深圳）
1,上海,技术类,SNG08-社交平台iOS开发工程师（上海）
1,深圳,产品/项目类,21087-游戏官网运营（深圳）
2,深圳,设计类,SNG10-多媒体设计师（深圳）
1,广州,市场类,WXG01-321 商务拓展
2,深圳,设计类,MIG03-浏览器视觉设计师
3,北京,设计类,MIG03-地图视觉设计师
1,上海,市场类,19885-区域渠道经理（上海）
1,深圳,技术类,MIG18-AI开放平台后台开发工程师（深圳）
1,深圳,技术类,HY1-高级Web前端开发工程师（深圳）
1,深圳,技术类,HY1-游戏安全客户端逆向工程师（深圳）
1,深圳,技术类,16175-web前端开发工程师
1,深圳,产品/项目类,16175-日语本地化经理
1,深圳,技术类,16175-移动终端开发工程师
1,深圳,产品/项目类,SNG08-渠道管理经理（深圳）
1,深圳,产品/项目类,15571-FPS手游高级关卡策划（深圳）
1,深圳,设计类,24012-3D角色设计师（深圳）
1,上海,产品/项目类,15614-次世代射击游戏社区运营经理（上海）
1,上海,产品/项目类,15614-次世代射击游戏市场推广（上海）
1,上海,产品/项目类,15614-次世代射击游戏直播推广经理（上海）
1,上海,产品/项目类,15614-次世代射击游戏运营经理（上海）
1,上海,产品/项目类,15614-次世代射击游戏数据分析（上海）
5,深圳,技术类,20503-计算机视觉高级研究员（深圳）
1,深圳,产品/项目类,SNG06-鹅漫U品平台运营经理（深圳）
1,深圳,市场类,MIG05-数字营销高级分析经理（深圳）
1,上海,产品/项目类,19157-汽车物联行业产品经理（上海）
20,深圳,技术类,SNG06-重点产品后台开发工程师-RPO（深圳）
1,深圳,技术类,SNG16-windows开发工程师（深圳）
1,深圳,产品/项目类,SNG08-QQ阅读产品策划经理（深圳）
1,深圳,产品/项目类,21087-游戏版本管理（深圳）
1,北京,技术类,23671-数据开发工程师（北京）
1,深圳,产品/项目类,24491-王者荣耀全球版-资深系统策划（深圳）
1,深圳,设计类,HY1-资深视觉设计师（深圳）
1,深圳,设计类,HY1-资深交互设计师（深圳）
1,深圳,产品/项目类,HY1-游戏安全产品运营（深圳）
1,深圳,技术类,HY1-高级手游音频开发工程师（深圳）
1,深圳,技术类,HY1-游戏安全后台开发工程师（深圳）
1,成都,技术类,HY1-手机游戏测试开发工程师（成都）
1,深圳,技术类,22989-腾讯云服务器硬件运营高级工程师（深圳）
2,北京,内容编辑类,OMG148-房产高级记者（北京）
1,北京,内容编辑类,OMG148-房产中心原创主编（北京）
1,成都,产品/项目类,15575-《王者荣耀》资深战斗策划（成都）
1,成都,产品/项目类,15575-《王者荣耀》资深数值策划（成都）
1,成都,设计类,15575-《王者荣耀》世界观场景概念设计师（成都）
1,成都,设计类,15575-《王者荣耀》高级场景原画设计师（成都）
1,深圳,产品/项目类,15585-游戏系统策划(深圳)
1,深圳,产品/项目类,15585-游戏数值策划(深圳)
2,深圳,产品/项目类,19333-SNG广告产品运营经理（深圳）
1,成都,产品/项目类,15575-《王者荣耀》数值策划（成都）
1,上海,市场类,19333-商业化广告行销经理（上海）
1,北京,市场类,19333-QQ品牌广告高级市场经理（北京）
1,深圳,技术类,22989-CDN方向高级专项技术支持工程师（深圳）
1,深圳,技术类,22989-云数据库方向高级专项技术支持工程师（深圳）
2,北京,技术类,22989-腾讯云大客户售后技术支持专家顾问（北京）
0,北京,内容编辑类,23673-证券热点编辑
1,北京,产品/项目类,24548-综艺商业制片人
2,成都,技术类,22989-腾讯云高级数据库工程师(成都/深圳)
1,北京,产品/项目类,17757-腾讯网数据策略产品经理（北京）
1,北京,内容编辑类,SNG08-运营编辑（北京）
1,北京,职能类,S2-MIG财务分析（北京）
1,深圳,产品/项目类,MIG06-应用宝平台产品经理（深圳）
1,深圳,设计类,SNG16-腾讯音乐用户研究工程师（深圳）
1,上海,设计类,15618-美术特效设计师（上海）
2,上海,设计类,15618-场景原画设计师（上海）
2,上海,设计类,15618-3D场景设计师（上海）
1,上海,设计类,15618-游戏动画设计师（上海）
1,深圳,技术类,15570-新MMORPG手游后台开发（深圳）
1,上海,设计类,15614-次世代游戏技术美术（上海）
1,深圳,职能类,FWZ-诉讼律师（深圳）
1,深圳,职能类,FWZ-游戏维权法务
1,深圳,产品/项目类,22989-腾讯云计算产品项目经理（深圳）
1,深圳,设计类,15569-视觉设计师（深圳）
1,深圳,产品/项目类,22989-腾讯云政务应用运营（深圳）
1,北京,技术类,15503-系统漏洞研究工程师（北京）
1,北京,内容编辑类,22086-NHL&NFL运营(北京）
1,深圳,技术类,22989-腾讯云游戏解决方案架构师（深圳）
1,北京,技术类,22989-腾讯云游戏解决方案架构师（北京）
2,北京,内容编辑类,22086-综合采编内容编辑（北京）
1,上海,技术类,22989-腾讯云游戏解决方案架构师（上海）
1,成都,产品/项目类,15575-《王者荣耀》IP内容运营（成都）
1,深圳,市场类,23295-互娱娱乐营销市场经理(深圳)
1,深圳,内容编辑类,23292-内容运营经理（深圳）
2,深圳,设计类,15579-3D游戏特效设计（深圳）
2,深圳,技术类,MIG18-核心算法工程师（深圳）
1,北京,职能类,20759-政府事务经理
1,深圳,产品/项目类,MIG06-硬件开发工程架构师（深圳）
1,深圳,产品/项目类,MIG18-商业化策略产品经理（深圳）
1,深圳,产品/项目类,15569-QQ飞车手游系统策划（深圳）
1,深圳,产品/项目类,15569-QQ飞车手游高级玩法策划（深圳）
1,深圳,设计类,15569-QQ飞车手游高级动画设计师（深圳）
2,北京,技术类,23671-iOS开发高级工程师(北京）
3,深圳,技术类,SNG16-全民K歌Android开发工程师（深圳）
1,北京,产品/项目类,SA-腾讯社交广告社交洞察经理（北京）
1,上海,设计类,15614-次世代游戏场景原画师（上海）
1,上海,设计类,15614-次世代3D游戏特效设计师（上海）
1,上海,设计类,15614-次世代3D游戏动画设计师（上海）
1,上海,产品/项目类,15614-次世代射击游戏系统策划（上海）
1,上海,产品/项目类,15614-次世代射击游戏枪械策划（上海）
1,上海,设计类,21759-资深塔防类手游主美（上海）
1,上海,产品/项目类,15614-次世代射击游戏关卡策划（上海）
1,深圳,职能类,S2-Web前端开发工程师（深圳）
1,深圳,职能类,S2-S系统财务管理（深圳）
2,深圳,产品/项目类,MIG07-办公功能产品策划经理（深圳）
1,深圳,技术类,22989-腾讯云高级后台开发工程师（深圳/北京/上海/成都）
1,深圳,职能类,14137-WXG财务管理（深圳）
1,深圳,产品/项目类,18797-QQ游戏平台产品经理（深圳）
1,深圳,市场类,MIG05-浏览器高级品牌经理（深圳）
1,深圳,产品/项目类,MIG18-应用宝游戏数据分析运营经理（深圳）
2,深圳,技术类,SNG16-运营开发工程师（深圳）
1,深圳,技术类,21527-腾讯音乐PHP应用开发工程师（深圳）
1,深圳,技术类,21527-腾讯音乐eHR系统工程师（深圳）
0,深圳,产品/项目类,SNG16-全民K歌产品运营（智能硬件商务拓展）（深圳）
1,北京,产品/项目类,19822-影视制片人（北京）
1,深圳,职能类,AQ-产品安全经理（深圳）
1,北京,市场类,19116-互联网+商务拓展经理（医疗/人社/公安方向）
1,深圳,市场类,SNG16-腾讯音乐公关总监（深圳）
1,北京,市场类,SNG16-腾讯音乐高级公关经理（北京）
1,深圳,市场类,SNG16-腾讯音乐高级公关经理（深圳）
1,深圳,市场类,SNG16-腾讯音乐市场总监（深圳）
2,深圳,市场类,SNG16-腾讯音乐高级品牌经理（深圳）
1,深圳,市场类,SNG16-腾讯音乐市场经理（深圳）
1,深圳,产品/项目类,MIG18-海外内容运营产品经理（深圳）
2,深圳,产品/项目类,MIG18-海外内容运营商务经理（深圳）
1,深圳,技术类,16175-后台开发工程师
1,北京,职能类,AQ-产品安全经理（北京）
1,上海,产品/项目类,21229-回合手游资深运营策划（上海）
2,深圳,产品/项目类,22989-腾讯云大数据产品经理 (数据仓库方向) (深圳/北京/上海/成都)
2,深圳,技术类,22989-腾讯云后台开发高级工程师（数据仓库方向）(深圳/北京/上海/成都)
0,北京,市场类,17467-SNG市场部-娱乐营销拓展（北京）
2,深圳,技术类,22989-腾讯云后台开发工程师 （大数据方向）（深圳/北京/上海/成都）
1,深圳,技术类,15571-unreal客户端开发工程师（深圳）
1,深圳,产品/项目类,18302-新动作手游资深系统策划（深圳）
1,深圳,市场类,23292-英雄联盟品牌经理（深圳）
1,深圳,产品/项目类,18302-新动作手游资深数值策划（深圳）
1,深圳,产品/项目类,18302-新动作手游关卡策划（深圳）
1,深圳,产品/项目类,18302-新动作手游角色设计策划（深圳）
2,深圳,职能类,S2-投资公司管理经理（深圳）
2,北京,产品/项目类,22090-天天快报-高级产品经理（推荐策略方向）（北京）
1,上海,产品/项目类,21229-游戏运营经理（上海）
1,北京,技术类,22090-天天快报-相关推荐算法工程师（北京）
1,北京,技术类,22090-天天快报-后台开发工程师（北京）
1,北京,技术类,22090-天天快报-算法工程师（北京）
1,深圳,技术类,18428-财付通银行交易开发工程师（深圳）
1,上海,市场类,22968-日化/食品饮料行业广告整合营销经理（上海）
1,北京,技术类,22090-天天快报-文本分析与挖掘高级工程师（北京）
1,上海,技术类,15573-手游客户端开发工程师（上海）
1,深圳,产品/项目类,15571-高级项目经理（深圳）
1,上海,技术类,HY1-移动游戏测试开发工程师（上海）
2,深圳,技术类,SNG02-腾讯云音视频研发高级工程师（深圳）
1,深圳,技术类,SA-腾讯社交广告算法研究员-图像视觉方向（深圳）
1,深圳,职能类,21530-腾讯音乐高级猎聘经理（深圳）
1,深圳,产品/项目类,EC-教育平台产品经理（深圳）
5,美国,技术类,TEG17-Principal Researcher（us）
5,美国,技术类,TEG17-Senior Researcher（us）
3,深圳,技术类,SNG16-全民K歌IOS开发工程师（深圳）
1,深圳,产品/项目类,SNG16-全民K歌广告产品策划（深圳）
1,深圳,技术类,TEG14-数据分析师（深圳）
1,上海,产品/项目类,OMG064-DMP产品经理（上海）
1,深圳,市场类,SA-腾讯社交广告商业分析经理（深圳）
1,深圳,技术类,15570-新RPG手游服务器开发工程师(深圳)
1,深圳,职能类,HGJ-Tencent Legal Commercial Counsel
1,深圳,技术类,S2-Java后台开发工程师
1,深圳,技术类,15585-斗战神端游后台开发
1,深圳,产品/项目类,17229-主策划/高级游戏策划（深圳）
1,深圳,技术类,15570-端游引擎开发工程师（深圳）
1,北京,技术类,MIG09-QQ浏览器资讯推荐算法高级工程师（北京）
1,昆明,职能类,20765-政府及公共事务经理（云南）
1,广州,技术类,WXG02-113 质量管理工程师（广州）
2,北京,职能类,AQ-业务安全经理(北京)
1,深圳,职能类,CB-海外福利经理（深圳）
2,深圳,设计类,SD9-游戏美术2D设计
1,北京,技术类,23048-翻译君语料数据工程师（北京）
1,深圳,技术类,TEG05-高级数据库管理员（深圳）
3,深圳,技术类,15602-妖精的尾巴项目客户端开发工程师（深圳）
1,深圳,技术类,TEG05-windows开发工程师（深圳）
1,上海,技术类,21759-高级移动客户端开发工程师（上海）
1,上海,设计类,15614-游戏宣传视觉设计师（上海）
2,深圳,技术类,SA-腾讯社交广告高级系统测试工程师（深圳）
2,北京,技术类,SA-腾讯社交广告测试开发工程师（北京）
1,深圳,市场类,22990-腾讯云销售运营经理（深圳）
1,上海,设计类,21759-资深2D美术原画（上海）
1,深圳,技术类,HY1-高级web前端开发工程师（深圳）
2,深圳,技术类,WXG08-122  微信搜索推荐数据挖掘高级工程师（深圳）
1,广州,技术类,WXG08-121 微信搜索推荐算法高级工程师
1,北京,技术类,WXG08-121 微信模式识别自然语言处理算法工程师（北京）
1,北京,技术类,WXG08-113 微信模式识别软件开发工程师（北京）
1,上海,技术类,WXG08-113 微信模式识别软件开发工程师（上海）
1,上海,技术类,WXG08-121 微信模式识别自然语言处理算法工程师（上海）
1,深圳,技术类,OMG097-后台开发高级工程师
1,深圳,技术类,OMG097-运营开发高级工程师（深圳）
1,深圳,技术类,OMG097-数据开发工程师（深圳）
1,深圳,产品/项目类,22989-腾讯云政务民生产品经理（深圳）
2,成都,技术类,22989-数据库解决方案架构师（成都/深圳/北京）
2,深圳,技术类,22989-腾讯云产品开发（深圳）
1,深圳,产品/项目类,22989-大数据和人工智能高级产品经理（深圳/北京/上海/成都）
1,深圳,产品/项目类,22989-大数据和人工智能（高级）产品总监（深圳）
1,深圳,技术类,22989-大数据和人工智能（高级）架构师（售前）（深圳/北京/上海/成都）
2,广州,市场类,WXG05-311 互联网+行业合作高级经理(广州)
1,深圳,产品/项目类,MIG06-应用宝AI高级产品策划经理（深圳）
2,深圳,技术类,22989-腾讯云大客户售后技术支持高级顾问（深圳）
1,深圳,技术类,WXG08-122 微信数据挖掘高级工程师（深圳）
1,上海,产品/项目类,15573-资深SLG手游数值策划（上海）
1,深圳,技术类,SNG11-AI大数据研究员/高级工程师（深圳）
2,北京,市场类,22990-战略BD经理（北京）
1,深圳,市场类,22990-战略BD经理（深圳）
2,深圳,职能类,S2-反舞弊调查经理（深圳）
1,北京,职能类,AQ-安全责任经理（北京）
1,深圳,产品/项目类,SNG06-增值服务商业策略分析（深圳）
2,上海,技术类,16265-客户端引擎开发工程师（上海）
1,上海,设计类,15616-高级特效设计师（上海）
1,上海,产品/项目类,15616-高级游戏剧情策划（上海）
1,深圳,产品/项目类,SNG02-音视频云高级产品经理（深圳）
1,深圳,设计类,22025-建造类沙盒资深3D角色设计（深圳）
1,深圳,设计类,22025-建造类沙盒资深TA技术美术（深圳）
1,深圳,设计类,22025-建造类沙盒资深3D动画特效设计（深圳）
1,深圳,产品/项目类,15570-新RPG手游高级数值策划（深圳）
1,深圳,技术类,SNG11-高级自然语言处理工程师（深圳）
1,深圳,技术类,SNG02-腾讯云行业方案架构师（深圳）
0,深圳,产品/项目类,SNG02-物联网高级产品经理（深圳）
1,深圳,产品/项目类,SNG03-群视频高级产品策划经理（深圳）
1,北京,职能类,OMG-组织发展经理（北京）
2,北京,市场类,22990-视频云商务拓展经理（北京）
2,上海,市场类,22990-视频云商务拓展经理（上海）
1,深圳,技术类,20718-WEB前端开发高级工程师（深圳）
2,深圳,市场类,22990-视频云商务拓展经理（深圳）
2,北京,技术类,22989-腾讯云行业架构师（北京）
2,深圳,技术类,22989-腾讯云行业架构师（深圳）
2,成都,技术类,22989-腾讯云行业架构师（成都）
1,上海,技术类,19116-合作伙伴解决方案经理（上海）
1,深圳,市场类,19116-互联网+医疗商务拓展经理（深圳/广州）
2,深圳,职能类,AQ-产品安全经理（深圳）
2,北京,职能类,AQ-产品安全经理（北京）
2,广州,职能类,AQ-产品安全经理（广州）
1,北京,产品/项目类,18402-移动游戏本地化商业化活动策划
1,深圳,市场类,23872-平台商务战略运营经理
1,深圳,技术类,SNG01-QQ-AR-图像识别专家（深圳）
1,上海,职能类,RP-文化与员工关系经理（上海）
1,深圳,技术类,SNG01-QQ-3D引擎专家（深圳）
1,深圳,技术类,SNG01-QQ-图像处理专家（深圳）
1,成都,技术类,HY1-机器学习算法研究工程师（成都）
1,深圳,产品/项目类,15571-FPS手游高级数值策划（深圳）
2,深圳,技术类,TEG13-大数据平台算法开发工程师（深圳）
